track,artist,year,duration,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,popularity,genre
On the Turning Away,Pink Floyd,1987,341000,.44800001,.40200001,-12.135,.029999999,.36500001,.00074599998,.075999998,.244,54,Rock
"Side 1,Pt. 2: It's What We Do",Pink Floyd,2014,377000,.294,.33399999,-14.984,.031199999,.51599997,.75599998,.62699997,.045699999,37,Rock
Doing Alright,Queen,1973,249000,.34099999,.29300001,-12.408,.035599999,.75599998,.000023099999,.083300002,.178,32,Rock
Don't Stop Me Now,Queen,1978,209000,.56400001,.86500001,-5.277,.16500001,.047200002,.00018800001,.76999998,.602,24,Rock
Jealousy,Queen,1978,193000,.58200002,.47600001,-9.842,.029100001,.20900001,0,.244,.207,18,Rock
Flash To The Rescue,Queen,1980,163000,.616,.55599999,-15.313,.13699999,.185,.625,.28799999,.075900003,6,Rock
Football Fight,Queen,1980,88000,.51300001,.88,-6.8080001,.075499997,.000206,.67799997,.36199999,.317,8,Rock
Back Chat,Queen,1982,275000,.78500003,.84399998,-6.4219999,.063199997,.121,.0000984,.37200001,.70899999,15,Rock
Radio Ga Ga,Queen,1984,348000,.745,.50199997,-7.7049999,.0359,.17900001,.000184,.191,.65499997,26,Rock
Don't Lose Your Head,Queen,1986,278000,.53399998,.91799998,-6.0079999,.070799999,.0050599999,.156,.25799999,.30399999,12,Rock
One Vision - Extended Version,Queen,1986,388000,.57700002,.86299998,-11.173,.13699999,.0197,.0029500001,.43700001,.145,19,Rock
I Want It All,Queen,1989,280000,.215,.84299999,-5.119,.061700001,.0252,.0000822,.303,.37099999,20,Rock
The Invisible Man,Queen,1989,237000,.704,.79299998,-6.9400001,.042300001,.19400001,.0166,.32600001,.565,14,Rock
Innuendo,Queen,1991,393000,.20900001,.73100001,-5.7509999,.066500001,.185,.0048400001,.296,.17200001,39,Rock
The Show Must Go On,Queen,1991,277000,.30399999,.68599999,-6.928,.034600001,.414,0,.112,.175,52,Rock
Anarchy-X,Queensryche,1988,87000,.43399999,.98900002,-4.7589998,.062399998,.025,.91299999,.35600001,.336,29,Rock
Eyes Of A Stranger,Queensryche,1988,413000,.486,.97299999,-2.984,.093699999,.036600001,.000042700001,.33700001,.101,31,Rock
Della Brown,Queensryche,1990,424000,.44299999,.82300001,-5.7129998,.097400002,.083499998,.023,.37,.41999999,20,Rock
Damaged,Queensryche,1994,238000,.523,.972,-3.3940001,.092299998,.00105,.00186,.26800001,.228,30,Rock
Howl,Queensryche,1999,245000,.40900001,.96100003,-4.322,.053599998,.000367,0,.32300001,.221,5,Rock
Odissea,Queensryche,2007,231000,.46900001,.69199997,-6.0450001,.0372,.02,0,.39399999,.266,4,Rock
Remember Me,Queensryche,2009,300000,.47999999,.88800001,-5.9060001,.035500001,.0097399997,4.3800001e-06,.456,.347,8,Rock
The Killer,Queensryche,2009,326000,.47099999,.95899999,-5.4679999,.080799997,.0030799999,.000076999997,.28299999,.51499999,8,Rock
Midnight Lullaby,Queensryche,2013,55000,.27900001,.184,-22.969999,.0449,.0021200001,.082800001,.211,.066,8,Rock
Dark Reverie,Queensryche,2019,263000,.36000001,.82800001,-5.6960001,.040600002,.00618,.000033699998,.168,.21600001,25,Rock
Callin' The Shots,Quiet Riot,1988,280000,.44,.847,-11.067,.054499999,.083400004,1.7000000e-06,.102,.34299999,14,Rock
I'm Fallin',Quiet Riot,1988,257000,.44100001,.79500002,-11.907,.042199999,.23,0,.329,.47400001,11,Rock
The Joker,Quiet Riot,1988,235000,.50300002,.81599998,-10.49,.0517,.24699999,0,.30899999,.45500001,12,Rock
Cum On Feel the Noize - Re-Recorded,Quiet Riot,1999,280000,.40400001,.92000002,-4.9310002,.118,.00080699997,0,.0266,.44999999,6,Rock
In the Blood,Quiet Riot,2019,206000,.31,.98100001,-2.329,.080600001,.0024699999,.026900001,.14399999,.16500001,12,Rock
157 Riverside Avenue,REO Speed Wagon,1971,240000,.35100001,.889,-6.5570002,.0561,.191,.00141,.127,.56,21,Rock
Prison Women,REO Speed Wagon,1971,157000,.382,.90899998,-6.9899998,.038899999,.117,0,.414,.82099998,10,Rock
Open Up,REO Speed Wagon,1973,212000,.43900001,.85699999,-6.1139998,.0352,.103,0,.22,.91000003,13,Rock
Whisky Night,REO Speed Wagon,1973,283000,.41499999,.68099999,-6.7719998,.033399999,.22499999,.0000299,.20299999,.94499999,17,Rock
Drop It (An Old Disguise),REO Speed Wagon,1979,192000,.433,.95200002,-9.427,.055199999,.0000275,.00061799999,.0361,.509,14,Rock
Follow My Heart (2024 Remaster),REO Speed Wagon,1980,230000,.45899999,.89600003,-9.4119997,.0612,.31999999,0,.20900001,.49599999,16,Rock
Let's Be-Bop,REO Speed Wagon,1982,193000,.352,.63,-11.442,.032099999,.0175,0,.071900003,.63599998,11,Rock
One Lonely Night,REO Speed Wagon,1984,201000,.40799999,.579,-10.277,.026000001,.0561,.000149,.071199998,.39700001,41,Rock
Can't Get You Out Of My Heart,REO Speed Wagon,1987,213000,.70999998,.77100003,-9.7919998,.0352,.028200001,8.6500004e-06,.345,.91299999,15,Rock
Go For Broke,REO Speed Wagon,1990,208000,.405,.95899999,-7.8899999,.098899998,.048099998,.00025000001,.32499999,.28600001,6,Rock
Blue Christmas,REO Speed Wagon,2009,237000,.59500003,.48100001,-9.3190002,.023600001,.41,.0038000001,.25999999,.41100001,2,Rock
"God Rest Ye,Merry Gentlemen",REO Speed Wagon,2009,231000,.57200003,.87300003,-5.598,.0305,.029100001,.000138,.175,.92400002,2,Rock
I Believe in Santa Claus - Remix 2017,REO Speed Wagon,2009,218000,.50199997,.79299998,-6.6240001,.033799998,.0153,0,.29100001,.37400001,4,Rock
Little by Little - 2006 Remixed; Long Version,Robert Plant,1985,312000,.50199997,.80000001,-7.3109999,.044500001,.14,.0038300001,.13,.40000001,16,Rock
Too Loud - 2006 Remaster,Robert Plant,1985,248000,.71899998,.70999998,-8.3330002,.0305,.025800001,.000045299999,.148,.78200001,12,Rock
Memory Song (Hello Hello) - 2006 Remaster,Robert Plant,1993,321000,.463,.73199999,-7.2789998,.030200001,.0207,.00029600001,.13,.52899998,22,Rock
Central Two-O-Nine,Robert Plant,2010,168000,.59100002,.59799999,-6.4089999,.025699999,.17,.0115,.168,.53600001,23,Rock
"Beneath,Between & Behind",Rush,1975,181000,.484,.85399997,-8.1420002,.048,.016000001,.000128,.382,.66900003,35,Rock
Overture - Live,Rush,1976,271000,.20200001,.92000002,-7.737,.091399997,.0014600001,.57999998,.92400002,.33000001,26,Rock
The Trees,Rush,1978,282000,.44499999,.72100002,-10.048,.0392,.175,.00404,.186,.32800001,46,Rock
Red Sector A,Rush,1984,309000,.62099999,.81400001,-8.132,.033500001,.0112,.00066899997,.12899999,.505,41,Rock
Force Ten,Rush,1987,271000,.43200001,.91600001,-7.3670001,.079999998,.15800001,.0037,.055199999,.33899999,38,Rock
Mission,Rush,1987,315000,.493,.85600001,-7.9559999,.050500002,.089599997,.00151,.199,.33700001,32,Rock
Time Stand Still,Rush,1987,308000,.52899998,.93699998,-7.8319998,.046,.043000001,.030200001,.333,.611,51,Rock
The Main Monkey Business - Instrumental,Rush,2007,361000,.44800001,.92000002,-3.799,.043900002,.000043600001,.80400002,.176,.602,27,Rock
Persuasion,Santana,1969,152000,.40599999,.75099999,-12.902,.054900002,.117,.37799999,.259,.56,30,Rock
El Nicoya,Santana,1970,89000,.546,.62199998,-17.212999,.183,.47499999,.79000002,.071400002,.35100001,35,Rock
Incident at Neshabur,Santana,1970,297000,.42399999,.65799999,-11.751,.0359,.45899999,.89700001,.103,.49399999,39,Rock
Everybody's Everything,Santana,1971,210000,.51899999,.89999998,-9.1809998,.0559,.0184,.00067799998,.091700003,.69400001,33,Rock
Waves Within,Santana,1972,233000,.317,.59899998,-15.78,.035100002,.020099999,.86000001,.84600002,.45899999,31,Rock
Try a Little Harder,Santana,1976,303000,.70700002,.85500002,-11.698,.032000002,.55900002,.046100002,.41100001,.94199997,14,Rock
Stand Up,Santana,1979,242000,.685,.69,-12.161,.033399999,.0546,.0043799998,.081299998,.92199999,17,Rock
She Can't Let Go,Santana,1987,287000,.55500001,.56999999,-12.913,.032400001,.169,.00385,.033799998,.68699998,14,Rock
Hoy Es Adios (feat. Alejandro Lerner),Santana,2002,277000,.51999998,.70200002,-5.6389999,.037099998,.33000001,.000052200001,.514,.72100002,31,Rock
Nothing At All (feat. Musiq),Santana,2002,268000,.53200001,.64300001,-7.039,.0638,.103,0,.123,.208,38,Rock
Just Feel Better (feat. Steven Tyler),Santana,2005,252000,.43700001,.86699998,-4.0279999,.0546,.133,0,.096600004,.47799999,42,Rock
Never the Same Again,Santana,2012,301000,.456,.75199997,-5.6279998,.0403,.091799997,.061299998,.104,.45100001,12,Rock
Iron Lion Zion (feat. Ziggy Marley & ChocQuibTown),Santana,2014,270000,.65499997,.69800001,-4.9590001,.033799998,.000451,.00092800002,.72100002,.67799997,26,Rock
America For Sale (feat. Kirk Hammett & Mark Osegueda),Santana,2021,373000,.31600001,.95300001,-2.016,.127,.00324,.0111,.148,.317,18,Rock
Hell Cat,Scorpions,1976,175000,.52399999,.759,-13.416,.062100001,.00064799999,.0000292,.33700001,.77600002,23,Rock
I've Got to Be Free (2015 - Remaster),Scorpions,1977,245000,.384,.85100001,-4.1040001,.095399998,.0055999998,.00032399999,.061799999,.77499998,25,Rock
Can't Live Without You,Scorpions,1982,227000,.5,.85100001,-9.7770004,.073200002,.0337,.00161,.0583,.63800001,43,Rock
The Same Thrill,Scorpions,1984,211000,.252,.93300003,-11.409,.105,.00107,.00128,.39500001,.119,30,Rock
Hit Between The Eyes,Scorpions,1990,272000,.36000001,.94599998,-8.5150003,.057599999,.000351,.0092399996,.117,.546,40,Rock
Someone To Touch,Scorpions,1993,268000,.523,.98199999,-3.6010001,.061700001,.00019399999,.80800003,.35600001,.60900003,23,Rock
Deep And Dark,Scorpions,2004,217000,.51899999,.90200001,-5.0190001,.052999999,.000049900002,.07,.22400001,.29300001,17,Rock
Slave Me,Scorpions,2010,165000,.32699999,.91900003,-3.4360001,.097999997,.0218,.00056999997,.141,.391,25,Rock
Hard Rockin' the Place,Scorpions,2015,246000,.59100002,.92299998,-4.4819999,.080700003,.00040600001,.28400001,.31999999,.498,14,Rock
Rock My Car,Scorpions,2015,200000,.46399999,.93900001,-4.1539998,.055599999,.0000382,.25999999,.396,.52200001,11,Rock
When the Truth Is a Lie,Scorpions,2015,267000,.37,.86000001,-5.8080001,.0438,.00041000001,.0064599998,.25799999,.40700001,9,Rock
Shoot For Your Heart,Scorpions,2022,241000,.447,.98799998,-2.849,.094099998,.0024000001,.0047599999,.046300001,.421,30,Rock
When You Know (Where You Come From) - Acoustic Version,Scorpions,2022,224000,.69499999,.31999999,-6.7199998,.031800002,.79000002,0,.0836,.486,29,Rock
Bookends Theme,Simon And Garfunkel,1968,32000,.419,.106,-34.602001,.107,.98500001,.93000001,.103,.62,45,Rock
Keep the Customer Satisfied,Simon And Garfunkel,1970,155000,.47299999,.74299997,-7.073,.045600001,.111,0,.57999998,.62199998,45,Rock
Song for the Asking,Simon And Garfunkel,1970,110000,.30000001,.13500001,-19.695999,.032099999,.90700001,.0135,.384,.43099999,42,Rock
Cacophony,Simple Minds,1979,101000,.70499998,.15800001,-11.493,.0603,.75999999,.70099998,.059700001,.56599998,19,Rock
Celebrate,Simple Minds,1980,309000,.68300003,.708,-7.4990001,.044100001,.53500003,.257,.051100001,.77999997,23,Rock
20th Century Promised Land,Simple Minds,1981,295000,.53100002,.89899999,-7.7600002,.080200002,.0109,.00014800001,.162,.71799999,4,Rock
Ghostrider - 2002 Digital Remaster,Simple Minds,1991,201000,.55500001,.986,-4.3130002,.046999998,.133,.0403,.27700001,.49599999,19,Rock
For Your Pleasure,Simple Minds,2001,248000,.48300001,.266,-11.405,.0283,.2,.041200001,.39899999,.080399998,5,Rock
This Is It,Simple Minds,2009,292000,.491,.93000001,-5.4310002,.072099999,.093099996,.29100001,.30199999,.52200001,10,Rock
Blindfolded,Simple Minds,2014,323000,.55000001,.87699997,-5.6830001,.042399999,.0020900001,.26199999,.64999998,.60500002,28,Rock
The American,Simple Minds,2016,269000,.57300001,.72899997,-7.5359998,.026699999,.308,.0000122,.15700001,.34099999,14,Rock
The Walls Came Down,Simple Minds,2022,235000,.472,.91399997,-5.2979999,.045200001,.00039299999,.00703,.104,.59200001,28,Rock
Vision Thing,Simple Minds,2022,279000,.509,.84799999,-4.9260001,.030999999,.00036199999,.0096199997,.39500001,.182,41,Rock
Bodhisattva,Steely Dan,1973,316000,.54299998,.81199998,-10.881,.046700001,.30899999,.12899999,.056499999,.84200001,47,Rock
Razor Boy,Steely Dan,1973,190000,.62599999,.43399999,-12.835,.057300001,.801,.0000258,.112,.54400003,41,Rock
Rose Darling,Steely Dan,1975,184000,.70200002,.56099999,-10.728,.031300001,.34400001,0,.175,.75700003,39,Rock
Don't Take Me Alive,Steely Dan,1976,256000,.61699998,.54400003,-9.5290003,.043299999,.42500001,.000948,.34,.62300003,51,Rock
Sign In Stranger,Steely Dan,1976,263000,.66900003,.65100002,-8.5509996,.043099999,.18700001,.0025200001,.78500003,.94499999,43,Rock
Godwhacker,Steely Dan,2003,297000,.82800001,.53799999,-9.2370005,.0526,.199,.108,.078199998,.65100002,38,Rock
Green Book,Steely Dan,2003,355000,.78100002,.32100001,-9.1409998,.046,.26300001,.022700001,.097599998,.53399998,25,Rock
A Girl I Knew,Steppenwolf,1968,162000,.5,.66500002,-13.055,.044,.20299999,.0022700001,.082800001,.46399999,17,Rock
Everybody's Next One,Steppenwolf,1968,180000,.509,.74699998,-11.485,.046700001,.108,.0059699998,.33700001,.56,17,Rock
Resurrection,Steppenwolf,1968,172000,.465,.73100001,-10.643,.12899999,.33199999,.0027399999,.21799999,.861,20,Rock
The Pusher,Steppenwolf,1968,352000,.48199999,.40200001,-13.45,.027000001,.16500001,.016899999,.071699999,.72100002,49,Rock
Fag,Steppenwolf,1969,193000,.59200001,.82300001,-16.356001,.046300001,.095100001,.69999999,.107,.382,13,Rock
Happy Birthday,Steppenwolf,1969,136000,.315,.49000001,-13.336,.039799999,.47600001,4.1200001e-06,.30899999,.60100001,11,Rock
Black Pit,Steppenwolf,1971,231000,.34299999,.52100003,-14.017,.029899999,.0557,.88200003,.104,.30199999,15,Rock
"The Gangster Is Back - Live In Hollywood,Florida/1971",Steve Miller Band,1971,155000,.509,.838,-10.551,.46399999,.50099999,9.5100004e-06,.83499998,.60699999,9,Rock
Journey From Eden,Steve Miller Band,1972,405000,.55199999,.25999999,-19.200001,.0242,.75400001,.0832,.085500002,.70099998,14,Rock
The Lovin' Cup,Steve Miller Band,1973,130000,.60399997,.54699999,-8.6630001,.0298,.60600001,.000157,.087899998,.773,32,Rock
The Window,Steve Miller Band,1976,256000,.47999999,.37400001,-13.593,.035,.107,.000116,.17299999,.36700001,31,Rock
Give It Up,Steve Miller Band,1982,217000,.62400001,.53299999,-13.7,.035599999,.405,0,.33500001,.838,29,Rock
All Your Love (I Miss Loving),Steve Miller Band,1993,318000,.764,.57599998,-6.204,.0359,.509,.35600001,.078199998,.653,8,Rock
Come On (Let The Good Times Roll),Steve Miller Band,2010,158000,.56,.75599998,-6.7220001,.0469,.0867,.00024199999,.121,.86900002,26,Rock
Can't Be Satisfied,Steve Miller Band,2011,220000,.65399998,.84399998,-6.3530002,.025599999,.015799999,.000726,.178,.97799999,12,Rock
Gate and Garden - 2016 Remaster,Stevie Nicks,1983,246000,.63099998,.671,-10.332,.035599999,.14399999,.000204,.103,.45899999,22,Rock
Nothing Ever Changes - 2016 Remaster,Stevie Nicks,1983,249000,.676,.83700001,-8.3940001,.0273,.20900001,.0071399999,.0517,.72899997,24,Rock
I Can't Wait,Stevie Nicks,1985,275000,.61000001,.93099999,-4.9549999,.087399997,.0037,.00352,.87300003,.449,44,Rock
No Spoken Word,Stevie Nicks,1985,254000,.63200003,.62400001,-13.379,.031199999,.050900001,1.0799999e-06,.123,.46000001,25,Rock
The Nightmare,Stevie Nicks,1985,323000,.61799997,.847,-10.213,.0337,.0165,.000314,.292,.66900003,23,Rock
Whole Lotta Trouble,Stevie Nicks,1989,271000,.44,.93099999,-7.2849998,.062700003,.0218,.000047900001,.39300001,.57499999,28,Rock
Rose Garden,Stevie Nicks,1994,269000,.62400001,.55699998,-8.6870003,.0239,.206,0,.14,.495,19,Rock
For What It's Worth,Stevie Nicks,2011,272000,.56300002,.52600002,-8.7399998,.024800001,.30700001,0,.105,.27599999,34,Rock
Ghosts Are Gone,Stevie Nicks,2011,366000,.47400001,.94,-3.9890001,.063000001,.0189,.000447,.74199998,.57200003,16,Rock
"Love Struck Baby - Live at Ripley's Music Hall,Philadelphia,PA,Oct. 20,1983",Stevie Ray Vaughn,1983,188000,.40700001,.95599997,-10.947,.044599999,.46000001,.025800001,.90499997,.87900001,25,Rock
Texas Flood,Stevie Ray Vaughn,1983,320000,.25600001,.42300001,-11.994,.035,.000788,.40200001,.25,.44100001,56,Rock
Give Me Back My Wig,Stevie Ray Vaughn,1984,247000,.51499999,.73900002,-10.322,.059700001,.00035799999,.324,.077799998,.70899999,15,Rock
Look at Little Sister - 1984 Version,Stevie Ray Vaughn,1984,166000,.486,.708,-10.499,.037999999,.00013,.204,.33899999,.81900001,17,Rock
What Has Come Between Us,Styx,1972,295000,.419,.625,-5.921,.049899999,.26899999,.0000241,.31,.49700001,16,Rock
You Need Love,Styx,1973,225000,.255,.926,-4.7220001,.0678,.0050599999,.00085499999,.068300001,.63800001,19,Rock
"Christopher,Mr. Christopher",Styx,1974,240000,.347,.65700001,-6.4450002,.0284,.00272,.0141,.068000004,.27399999,12,Rock
Prelude 12,Styx,1975,80000,.486,.0057799998,-27.336,.068300001,.764,.15800001,.074699998,.117,24,Rock
Come Sail Away,Styx,1977,367000,.324,.33500001,-15.595,.035500001,.098999999,1.0799999e-06,.0995,.141,63,Rock
Sing For The Day,Styx,1978,301000,.24699999,.46000001,-13.513,.035300002,.0867,0,.0858,.40099999,32,Rock
Half Penny Two Penny,Styx,1981,358000,.405,.60299999,-11.299,.037700001,.0063399998,.000248,.25099999,.50599998,28,Rock
Don't Let It End,Styx,1983,142000,.30500001,.75300002,-12.238,.0493,.118,0,.25,.197,20,Rock
Love Is The Ritual,Styx,1990,229000,.583,.91299999,-7.5669999,.063500002,.0222,1.0300000e-06,.36500001,.65200001,20,Rock
Can't Find My Way Home,Styx,2005,204000,.45100001,.60799998,-6.7119999,.029899999,.113,5.9399999e-06,.105,.264,28,Rock
Another Farewell,Styx,2021,26000,.57499999,.088699996,-16.118,.032299999,.85900003,.91500002,.068300001,.43900001,0,Rock
To Those,Styx,2021,181000,.49599999,.87300003,-4.9510002,.041299999,.00168,.0069800001,.28799999,.35800001,19,Rock
Dreamer,Supertramp,1974,213000,.66399997,.414,-14.113,.067500003,.86400002,.036699999,.081299998,.83099997,60,Rock
Ain't Nobody But Me,Supertramp,1975,314000,.51200002,.58499998,-8.9110003,.035999998,.098200001,.0023399999,.64600003,.63200003,41,Rock
Just A Normal Day,Supertramp,1975,242000,.48899999,.23800001,-14.859,.0305,.214,.00033000001,.13500001,.20200001,32,Rock
Better Days,Supertramp,1985,377000,.484,.653,-10.63,.053199999,.193,.00065900001,.0526,.458,36,Rock
Shoo Be Doo,The Cars,1979,98000,.54500002,.81999999,-11.095,.053199999,.226,.037,.198,.41100001,29,Rock
Touch and Go,The Cars,1980,297000,.66299999,.509,-10.007,.026799999,.051100001,.00052599999,.198,.88999999,41,Rock
I'm Not the One,The Cars,1981,254000,.61900002,.46599999,-11.15,.0308,.176,.00091399997,.061700001,.226,39,Rock
Maybe Baby,The Cars,1981,303000,.57200003,.63,-15.511,.032600001,.098499998,.40400001,.55000001,.62,15,Rock
Fine Line,The Cars,1987,323000,.61699998,.33700001,-15.595,.0296,.62900001,.018100001,.089500003,.28999999,24,Rock
Blue Tip,The Cars,2011,193000,.80400002,.78299999,-4.9580002,.033300001,.018200001,.056499999,.073399998,.96399999,26,Rock
Drag On Forever,The Cars,2011,218000,.54299998,.79299998,-6.7859998,.0252,.000512,.000024000001,.27200001,.71499997,11,Rock
Too Late,The Cars,2011,242000,.73400003,.83099997,-5.2189999,.029899999,.0266,.038699999,.064800002,.87400001,25,Rock
Natural Thing,The Doobie Brothers,1973,198000,.67699999,.57999998,-9.2229996,.031599998,.53799999,1.3900000e-06,.069600001,.713,35,Rock
Black Water,The Doobie Brothers,1974,255000,.53200001,.44100001,-12.866,.043400001,.228,0,.084600002,.67000002,61,Rock
Precis,The Doobie Brothers,1975,59000,.58399999,.0123,-28.438999,.077500001,.97100002,.57599998,.138,.26300001,16,Rock
What a Fool Believes,The Doobie Brothers,1978,223000,.75800002,.37799999,-15.308,.0449,.28400001,0,.048999999,.98500001,73,Rock
Need A Little Taste Of Love,The Doobie Brothers,1989,245000,.60500002,.91900003,-8.3719997,.050299998,.000382,.00139,.057,.83999997,21,Rock
Nobody,The Doobie Brothers,2010,275000,.54699999,.84600002,-6.3769999,.033599999,.0638,.077799998,.25400001,.333,14,Rock
South City Midnight Lady (with Jerrod Niemann),The Doobie Brothers,2014,286000,.53899997,.56599998,-6.8130002,.024800001,.044599999,.000317,.175,.23100001,17,Rock
Just Can't Do This Alone,The Doobie Brothers,2021,198000,.56800002,.903,-6.243,.0308,.00033899999,.00502,.26199999,.75099999,17,Rock
End of the Night,The Doors,1967,170000,.41,.21799999,-12.544,.029300001,.90200001,.00039599999,.13500001,.075499997,49,Rock
The End,The Doors,1967,703000,.347,.30199999,-12.104,.029100001,.163,.0000917,.14,.033199999,58,Rock
Spanish Caravan,The Doors,1968,178000,.38,.38800001,-16.122999,.041299999,.28799999,.0175,.322,.26499999,50,Rock
Peace Frog,The Doors,1970,170000,.64099997,.72500002,-7.3759999,.039000001,.16,.00321,.648,.80800003,68,Rock
Queen of the Highway,The Doors,1970,167000,.66100001,.59500003,-9.5819998,.037,.60500002,.00066700001,.088799998,.69700003,49,Rock
It Slipped My Mind,The Doors,1972,190000,.66500002,.442,-13.547,.031399999,.54100001,.58200002,.155,.81800002,24,Rock
Black Polished Chrome,The Doors,1978,67000,.56400001,.50199997,-12.27,.062100001,.141,.000208,.27700001,.708,46,Rock
Truth Hits Everybody,The Police,1978,174000,.43599999,.93900001,-6.6820002,.061500002,.0429,.00073299999,.219,.62400001,43,Rock
Depending On You,The Rolling Stones,1964,156000,.50400001,.67799997,-10.38,.036600001,.0086500002,0,.080499999,.95300001,27,Rock
Angie - Live,The Rolling Stones,1965,125000,.53399998,.51099998,-10.658,.036699999,.118,.0000182,.28400001,.38999999,18,Rock
Concert Intro Music - Live,The Rolling Stones,1965,151000,.741,.87199998,-8.8979998,.071099997,.0211,.0000291,.078900002,.92299998,23,Rock
Dead Flowers - Live,The Rolling Stones,1965,218000,.74699998,.454,-10.758,.032699998,.093500003,.219,.118,.90899998,36,Rock
Not Fade Away - Mono,The Rolling Stones,1965,135000,.56699997,.56599998,-9.6020002,.049199998,.49900001,.26199999,.55400002,.764,23,Rock
"Paint It,Black",The Rolling Stones,1965,133000,.18799999,.87099999,-5.7519999,.057300001,.0064599998,.77899998,.301,.53500003,18,Rock
Brown Sugar - Live At The El Mocambo 1977,The Rolling Stones,1967,519000,.461,.86199999,-9.8889999,.11,.74299997,.045000002,.106,.138,16,Rock
Going To A Go-Go - Live,The Rolling Stones,1967,137000,.69199997,.68099999,-9.2650003,.0348,.44,.0000133,.097800002,.83999997,24,Rock
Little T&A - Remastered 2021,The Rolling Stones,1968,278000,.34900001,.83099997,-6.4250002,.0513,.0031000001,.0095499996,.088200003,.43200001,40,Rock
Slave - Remastered 2021,The Rolling Stones,1968,171000,.62900001,.597,-9.0950003,.055,.43200001,.0072599999,.12800001,.093500003,37,Rock
Angie - Giles Martin 2020 Mix,The Rolling Stones,1976,268000,.62,.82200003,-4.0970001,.0276,.069799997,.075199999,.249,.71200001,38,Rock
Dancing With Mr D,The Rolling Stones,1978,187000,.45199999,.99000001,-2.823,.052299999,.123,.88499999,.067699999,.875,40,Rock
Dancing With Mr D - Instrumental,The Rolling Stones,1978,276000,.47299999,.93900001,-2.6429999,.0854,.52200001,.51499999,.29899999,.514,43,Rock
You Got Me Rocking - Live,The Rolling Stones,1981,392000,.565,.861,-6.4000001,.043000001,.116,.303,.0493,.84200001,43,Rock
Ride 'Em On Down,The Rolling Stones,1983,304000,.62400001,.77499998,-9.0740004,.0436,.16,.71399999,.38,.81999999,16,Rock
Roll Over Beethoven - Saturday Club / 1963,The Rolling Stones,1997,413000,.54400003,.31400001,-10.795,.0263,.70499998,.0068899998,.199,.167,26,Rock
Oh! Baby (We Got A Good Thing Goinâ) - Saturday Club / 1965,The Rolling Stones,2005,226000,.47999999,.98400003,-2.3099999,.093599997,.0119,0,.31,.495,22,Rock
Bitch - Live,The Rolling Stones,2023,239000,.54799998,.98100001,-3.5350001,.0482,.0019700001,3.7499999e-06,.068999998,.87900001,42,Rock
Tumbling Dice - Live,The Rolling Stones,2023,161000,.57099998,.24699999,-7.7280002,.034600001,.93900001,.34099999,.101,.47799999,41,Rock
A Legal Matter - Mono Version,The Who,1965,168000,.55500001,.76300001,-7.0089998,.027100001,.76300001,2.0699999e-06,.33700001,.88499999,9,Rock
Please Please Please - Mono Version,The Who,1965,165000,.639,.52999997,-7.809,.029999999,.26800001,0,.154,.84299999,8,Rock
I've Been Away,The Who,1966,128000,.574,.64099997,-8.2740002,.035999998,.28799999,0,.14399999,.796,8,Rock
"My Generation / Land Of Hope And Glory - ""Ready Steady Go"" Live Version",The Who,1966,125000,.23,.62800002,-4.6479998,.0383,.112,.000091599999,.094999999,.58700001,7,Rock
Do You Think It's Alright?,The Who,1969,24000,.551,.39899999,-9.0679998,.044399999,.029100001,0,.084600002,.234,1,Rock
Overture,The Who,1969,320000,.48300001,.61699998,-10.488,.034899998,.0557,.69099998,.14300001,.185,26,Rock
There's A Doctor,The Who,1969,23000,.81199998,.31900001,-10.956,.035799999,.67500001,0,.079999998,.97500002,1,Rock
Won't Get Fooled Again - Remastered 2022,The Who,1971,514000,.67500001,.884,-7.855,.037900001,.25799999,.35100001,.0612,.28,27,Rock
Success Story,The Who,1975,200000,.58200002,.90499997,-7.7820001,.043099999,.206,.0000147,.066799998,.704,20,Rock
They Are All In Love,The Who,1975,180000,.315,.597,-10.207,.031199999,.215,.000466,.18000001,.51899999,20,Rock
Pick Up The Peace,The Who,2006,88000,.56599998,.93300003,-2.813,.034499999,.026799999,3.8500002e-06,.16500001,.41999999,7,Rock
Lady Samantha,Three Dog Night,1969,174000,.241,.67199999,-6.881,.040800001,.479,1.9700001e-06,.090800002,.54400003,13,Rock
I Can Hear You Calling - Single Version,Three Dog Night,1970,179000,.68199998,.55599999,-12.257,.041299999,.412,.00164,.523,.96700001,23,Rock
Mama Told Me (Not To Come) - Single Version,Three Dog Night,1970,198000,.67299998,.67299998,-13.941,.0493,.373,.0265,.206,.82499999,60,Rock
Sure As I'm Sittin' Here - Single Version,Three Dog Night,1974,286000,.57599998,.85900003,-9.184,.045299999,.0128,7.5900002e-06,.072400004,.80000001,21,Rock
Everybody's A Masterpiece,Three Dog Night,1976,167000,.70300001,.602,-10.57,.029200001,.40900001,3.3599999e-06,.139,.93900001,5,Rock
Under My Thumb,Tina Turner,1975,206000,.75700003,.74299997,-6.8449998,.031599998,.064999998,.079400003,.132,.64099997,14,Rock
Fire Down Below,Tina Turner,1978,193000,.67900002,.755,-9.5159998,.065800004,.039000001,.0051500001,.163,.94,7,Rock
Ball Of Confusion - Remix / Remastered,Tina Turner,1984,251000,.64099997,.87599999,-8.7340002,.046700001,.028100001,.0038099999,.070900001,.76599997,27,Rock
